Topic comp.graphics word list
a: 2491	
aa: 4	aaaa: 2	aad: 1	aaffff: 2	aafffff: 1	aajqohe: 1	aalborg: 2	aamrl: 7	aangeboden: 1	aantal: 4	
Classified comp.os.ms-windows.misc\9736 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9737 as document of type comp.windows.x when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9738 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9739 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9740 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9741 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9742 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9743 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9744 as document of type comp.graphics when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9745 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9746 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9747 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9748 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9749 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9750 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9751 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9752 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9753 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9754 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9755 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9756 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9757 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9758 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9759 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9760 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9761 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9762 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9763 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9764 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9765 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9766 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9767 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9768 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9769 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9770 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9771 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9772 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9773 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9774 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9775 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9776 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9777 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9778 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9779 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9780 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9781 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9782 as document of type misc.forsale when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9783 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9784 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9785 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9786 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9787 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9788 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9789 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9790 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9791 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9792 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9793 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9794 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9795 as document of type comp.windows.x when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9796 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9797 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9798 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9799 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9800 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9801 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9802 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9803 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9804 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9805 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9806 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9807 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9808 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9809 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9810 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9811 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9812 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9813 as document of type misc.forsale when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9814 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9815 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9816 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9817 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9818 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9819 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9820 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9821 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9822 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9823 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9824 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9825 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9826 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9827 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9828 as document of type comp.windows.x when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9829 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9830 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9831 as document of type comp.graphics when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9832 as document of type misc.forsale when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9833 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9834 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9835 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9836 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9837 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9838 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9839 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9840 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9841 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9842 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9843 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9844 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9845 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9846 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9847 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9848 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9849 as document of type comp.graphics when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9850 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9851 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9852 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9853 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9854 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9855 as document of type comp.graphics when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9856 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9857 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9858 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9859 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9860 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9861 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9862 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9863 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9864 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9865 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9866 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9867 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9868 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9869 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9870 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9871 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9872 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9873 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9874 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9875 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9876 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9877 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9878 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9879 as document of type misc.forsale when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9880 as document of type misc.forsale when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9881 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9882 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9883 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9884 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9885 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9886 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9887 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9888 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9889 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9890 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9891 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9892 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9893 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9894 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9895 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9896 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9897 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9898 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9899 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9900 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9901 as document of type comp.windows.x when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9902 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9903 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9904 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9905 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9906 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9907 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9908 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9909 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9910 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9911 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9912 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9913 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9914 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9915 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9916 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9917 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9918 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9919 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9920 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9921 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9922 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9923 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9924 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9925 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9926 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9927 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9928 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9929 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9930 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9931 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9932 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9933 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9934 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9935 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9936 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9937 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9938 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9939 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9940 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9941 as document of type misc.forsale when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9942 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9943 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9944 as document of type comp.graphics when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9945 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9946 as document of type comp.graphics when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9947 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9948 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9949 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9950 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9951 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9952 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9953 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9954 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9955 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9956 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9957 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9958 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9959 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9960 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9961 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9962 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9963 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9964 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9965 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9966 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9967 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9968 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9969 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9970 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9971 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9972 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9973 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9974 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9975 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9976 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9977 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9978 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9979 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9980 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9981 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9982 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9983 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9984 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9985 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9986 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9987 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9988 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9989 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9990 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9991 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9992 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9993 as document of type comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9994 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9995 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Successfully classified comp.os.ms-windows.misc\9996 as document of type comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9997 as document of type comp.sys.ibm.pc.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9998 as document of type comp.sys.mac.hardware when it should be comp.os.ms-windows.misc
Classified comp.os.ms-windows.misc\9999 as document of type comp.graphics when it should be comp.os.ms-windows.misc


Testing Documents from topic comp.sys.ibm.pc.hardware:
Successfully classified comp.sys.ibm.pc.hardware\60655 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60656 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60657 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60658 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60659 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60660 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60661 as document of type comp.graphics when it should be comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60662 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60663 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60664 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60665 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60666 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60667 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60668 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60669 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60670 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60671 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60684 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60685 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60686 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60687 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60688 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60689 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60690 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60691 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60692 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60693 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60694 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60695 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60696 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60697 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60698 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60699 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60700 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60701 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60711 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60712 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60713 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60714 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60715 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60716 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60717 as document of type comp.sys.ibm.pc.hardware
Classified comp.sys.ibm.pc.hardware\60718 as document of type comp.sys.mac.hardware when it should be comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60719 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60720 as document of type comp.sys.ibm.pc.hardware
Successfully classified comp.sys.ibm.pc.hardware\60721 as document of type comp.sys.ibm.pc.hardware
